Richard Stock;05.11.2018 00:00:00;Task now working;3f21544;0;0;0
Richard Stock;05.11.2018 00:00:00;Started to implement TwoCore;abadbef;9;256;0
Richard Stock;05.11.2018 00:00:00;Chnaged Flower and changed the test.;20bb5d3;3;69;81
Richard Stock;05.11.2018 00:00:00;Now get Data from Flower Care;9147904;9;333;0
Richard Stock;04.11.2018 00:00:00;Added more Tests;1b32060;28;1090;0
Richard Stock;04.11.2018 00:00:00;First tests for bluetooth;801f934;14;496;0
PeterSigmund12;04.11.2018 00:00:00;First Version of IRDevkitWPF is finished;0e5b950;15;562;9
PeterSigmund12;04.11.2018 00:00:00;Add Mhz14 Library for ESP32;d0dae30;10;271;0
Peter Sigmund;04.11.2018 00:00:00;Merge branch 'PIR' into 'master';5321ff5;0;0;0
PeterSigmund12;04.11.2018 00:00:00;Add testapp for PIR;59edae1;7;210;0
PeterSigmund12;04.11.2018 00:00:00;Add things;132b004;3;0;0
Richard Stock;04.11.2018 00:00:00;Readme for mqtt was old.;56e15c1;0;0;0
Richard Stock;04.11.2018 00:00:00;Merge on PC;a8a5296;0;0;0
Richard Stock;04.11.2018 00:00:00;Updated ReadMe for many Libaries;46ba839;18;430;131
Richard Stock;03.11.2018 00:00:00;Merge;d5006d1;0;0;0
Richard Stock;03.11.2018 00:00:00;Text works saving some little issues;3f0c6a1;5;72;29
PeterSigmund12;03.11.2018 00:00:00;Add WPF Program;e9b8bc2;23;727;85
gkoe;30.10.2018 00:00:00;ThingWithSensorAndActor and bugfixes;e90d38b;47;699;262
gkoe;27.10.2018 00:00:00;Dht22 warnings solved;775a388;4;9;10
Richard Stock;25.10.2018 00:00:00;Merge branch 'master' into 'Logger';6f2f1e2;0;0;0
Richard Stock;25.10.2018 00:00:00;Merge branch 'Logger' into 'master';56f2874;0;0;0
PeterSigmund12;24.10.2018 00:00:00;Edit testapps in IrdaModule C# Program(Send;4aafac2;6;91;7
PeterSigmund12;23.10.2018 00:00:00;Receive IR via USB;4a4a43c;10;244;0
gkoe;23.10.2018 00:00:00;Kleinigkeiten;64b79d9;0;0;0
Richard Stock;23.10.2018 00:00:00;Solved Issue #10 and tested ThingWithSensorAndActor;b9e3abb;3;7;15
PeterSigmund12;23.10.2018 00:00:00;Edit testapps;6e0760d;0;0;0
